sequence,RiverSensorX,RiverSensorY,RiverSensorZ,RiverSensorADC3
73,-4383,-90,189,1304
74,-4380,-78,189,1302
75,-4443,-78,138,1301
76,-4443,-81,183,1302
77,-4434,-84,183,1303
78,-4434,-84,189,1304
79,-4389,-144,189,1305
80,-4443,-144,180,1311
81,-4443,-66,183,1311
82,-4410,-78,183,1311
83,-4410,-78,174,1309
84,-4428,-123,174,1307
85,-4404,-123,141,1308
86,-4404,-114,216,1310
87,-4395,-90,216,1309
88,-4395,-90,222,1313
89,-4410,-105,222,1311
90,-4407,-105,180,1309
91,-4407,-96,189,1306
92,-4401,-87,189,1305
93,-4401,-87,189,1303
94,-4404,-81,189,1302
95,-4401,-81,183,1303
96,-4401,-102,222,1310
97,-4377,-84,222,1311
98,-4377,-84,207,1312
99,-4425,-87,207,1311
100,-4398,-87,210,1308
101,-4398,-66,165,1304
102,-4380,-120,165,1302
103,-4380,-120,216,1301
104,-4371,-120,216,1302
105,-4362,-120,141,1307
106,-4362,-111,165,1308
107,-4323,-144,165,1307
108,-4323,-144,174,1306
109,-4287,-123,174,1304
110,-4263,-123,240,1301
111,-4263,-162,183,1300
112,-4248,-114,183,1299
113,-4248,-114,207,1304
114,-4257,-51,207,1309
115,-4266,-51,171,1311
116,-4266,-111,183,1308
117,-4215,-45,183,1306
118,-4215,-45,111,1303
119,-4284,-21,111,1307
120,-4329,-21,198,1308
121,-4329,-39,123,1311
122,-4368,-33,123,1306
123,-4368,-33,96,1305
124,-4437,-12,96,1307
125,-4461,-12,87,1309
126,-4461,60,18,1310
127,-4467,78,18,1310
128,-4566,78,27,1310
129,-4566,138,27,1314
130,-4590,138,36,1312
131,-4590,159,-21,1309
132,-4584,183,-21,1309
133,-4662,183,-6,1310
134,-4662,192,-6,1310
135,-4644,192,36,1313
136,-4644,138,18,1308
137,-4623,150,18,1304
138,-4614,150,54,1311
139,-4614,126,54,1308
140,-4575,126,72,1307
141,-4575,60,108,1306
142,-4539,-30,108,1306
143,-4479,-30,87,1309
144,-4479,-36,87,1310
145,-4407,-36,165,1318
146,-4407,-99,198,1317
147,-4362,-105,198,1316
148,-4311,-105,216,1317
149,-4311,-174,216,1316
150,-4245,-174,192,1316
151,-4245,-252,276,1316
152,-4212,-216,276,1316
153,-4212,-216,312,1316
154,-4212,-216,312,1315
155,-4143,-216,285,1312
156,-4143,-216,330,1317
157,-4191,-258,330,1314
158,-4191,-258,294,1311
159,-4209,-210,294,1315
160,-4170,-210,291,1312
161,-4170,-189,282,1309
162,-4227,-159,282,1302
163,-4227,-159,201,1309
164,-4236,-165,201,1310
165,-4338,-165,222,1317
166,-4338,-156,249,1311
167,-4353,-132,249,1307
168,-4386,-132,198,1305
169,-4386,-120,198,1307
170,-4434,-120,138,1309
171,-4434,-168,165,1309
172,-4497,-165,165,1300
173,-4560,-165,141,1304
174,-4560,-159,141,1312
175,-4581,-159,138,1312
176,-4581,-186,150,1310
177,-4632,-189,150,1306
178,-4608,-189,105,1301
179,-4608,-189,105,1300
180,-4686,-189,141,1302
181,-4686,-189,111,1308
182,-4686,-186,111,1307
183,-4668,-186,78,1303
184,-4668,-165,78,1301
185,-4650,-165,141,1300
186,-4650,-114,60,1299
187,-4611,-54,60,1299
188,-4536,-54,-24,1303
189,-4536,42,-24,1299
190,-4458,42,-6,1305
191,-4458,105,3,1310
192,-4404,147,3,1312
193,-4290,147,-6,1307
194,-4290,177,-6,1303
195,-4227,177,-21,1309
196,-4227,204,-12,1310
197,-4191,168,-12,1304
198,-4065,168,39,1308
199,-4065,204,39,1319
200,-4083,204,45,1301
201,-4083,207,81,1310
202,-4062,171,81,1316
203,-4068,171,165,1317
204,-4068,138,165,1315
205,-4116,138,192,1313
206,-4116,99,165,1312
207,-4167,66,165,1316
208,-4263,66,192,1316
209,-4263,3,192,1316
210,-4314,3,240,1316
211,-4314,-24,234,1315
212,-4386,-96,234,1312
213,-4491,-96,216,1308
214,-4491,-69,216,1308
215,-4572,-69,231,1312
216,-4572,-153,198,1311
217,-4632,-201,198,1314
218,-4671,-201,189,1317
219,-4671,-198,180,1318
220,-4692,-198,180,1319
221,-4692,-303,207,1314
222,-4647,-372,207,1309
223,-4653,-372,222,1315
224,-4653,-357,210,1318
225,-4626,-357,210,1318
226,-4626,-312,300,1314
227,-4608,-267,300,1306
228,-4533,-267,252,1305
229,-4533,-207,243,1306
230,-4422,-207,243,1304
231,-4422,-177,210,1306
232,-4404,-159,210,1311
233,-4365,-159,201,1307
234,-4365,-84,147,1305
235,-4338,-84,147,1307
236,-4338,-63,132,1304
237,-4296,-90,132,1306
238,-4329,-90,129,1299
239,-4329,-120,120,1301
240,-4371,-120,120,1304
241,-4371,-42,120,1310
242,-4371,-9,120,1307
243,-4383,-9,132,1294
244,-4383,0,129,1305
245,-4407,0,129,1312
246,-4407,-12,123,1306
247,-4428,-36,123,1305
248,-4377,-36,120,1303
249,-4377,-54,150,1309
250,-4395,-54,150,1303
251,-4395,-81,141,1302
252,-4398,-108,141,1305
253,-4362,-108,138,1304
254,-4362,-150,138,1306
255,-4344,-150,150,1306
256,-4344,-153,189,1306
257,-4371,-189,189,1304
258,-4314,-189,225,1304
259,-4314,-105,231,1305
260,-4338,-105,231,1311
261,-4338,-54,225,1312
262,-4275,-33,225,1312
263,-4218,-33,243,1309
264,-4218,-18,249,1307
265,-4248,-18,249,1307
266,-4248,-9,162,1308
267,-4290,48,162,1309
268,-4218,48,228,1310
269,-4218,144,210,1313
270,-4305,144,210,1313
271,-4305,141,90,1312
272,-4341,216,90,1312
273,-4371,216,30,1308
274,-4371,270,0,1304
275,-4491,270,0,1302
276,-4491,279,21,1303
277,-4494,306,21,1308
278,-4569,306,27,1311
279,-4569,252,-24,1315
280,-4536,252,-24,1311
281,-4536,171,30,1307
282,-4569,126,30,1302
283,-4548,126,63,1301
284,-4548,57,99,1302
285,-4575,57,99,1307
286,-4575,-111,132,1308
287,-4587,-243,132,1308
288,-4590,-243,180,1309
289,-4590,-297,210,1310
290,-4512,-297,210,1309
291,-4512,-372,252,1309
292,-4503,-399,252,1310
293,-4443,-399,231,1309
294,-4443,-447,321,1312
295,-4494,-447,321,1305
296,-4494,-423,201,1304
297,-4473,-372,201,1302
298,-4422,-372,300,1301
299,-4422,-363,321,1298
300,-4344,-363,321,1303
301,-4344,-345,312,1302
302,-4362,-234,312,1302
303,-4314,-234,267,1306
304,-4314,-219,294,1304
305,-4269,-219,294,1309
306,-4269,-111,258,1310
307,-4233,-6,258,1307
308,-4119,-6,294,1301
309,-4119,54,285,1305
310,-4170,54,285,1313
311,-4170,126,198,1306
312,-4275,192,198,1301
313,-4323,192,189,1305
314,-4323,240,132,1299
315,-4443,240,132,1301
316,-4443,231,138,1300
317,-4497,213,138,1301
318,-4548,213,81,1300
319,-4548,117,0,1302
320,-4587,117,0,1304
321,-4587,78,30,1307
322,-4569,-6,30,1302
323,-4572,-6,-6,1301
324,-4572,-75,-18,1301
325,-4560,-75,-18,1303
326,-4560,-123,9,1305
327,-4428,-165,9,1306
328,-4362,-165,-30,1308
329,-4362,-174,27,1306
330,-4311,-177,27,1307
331,-4311,-177,102,1307
332,-4245,-123,102,1306
333,-4218,-123,114,1305
334,-4218,-45,105,1304
335,-4353,-54,105,1308
336,-4353,-54,258,1308
337,-4137,-6,258,1309
338,-4155,-6,282,1310
339,-4155,-12,249,1307
340,-4212,42,249,1307
341,-4212,42,339,1305
342,-4257,6,339,1308
343,-4296,6,369,1315
344,-4296,18,396,1313
345,-4341,36,396,1309
346,-4341,36,348,1307
347,-4383,30,348,1302
348,-4443,30,285,1299
349,-4443,15,216,1302
350,-4515,30,216,1305
351,-4515,30,108,1310
352,-4551,66,108,1311
353,-4572,66,96,1308
354,-4572,57,-51,1311
355,-4566,57,-51,1307
356,-4566,93,-33,1301
357,-4530,87,-33,1304
358,-4515,87,-51,1305
359,-4515,114,-15,1306
360,-4521,114,-15,1293
361,-4521,150,-12,1301
362,-4461,171,-12,1306
363,-4425,171,21,1307
364,-4425,189,-51,1307
365,-4389,189,-51,1303
366,-4389,162,72,1304
367,-4314,147,72,1301
368,-4329,147,120,1308
369,-4329,150,147,1315
370,-4308,150,147,1311
371,-4308,96,294,1306
372,-4380,72,294,1304
373,-4386,72,210,1303
374,-4386,-90,363,1303
375,-4416,-90,363,1301
376,-4416,-192,402,1300
377,-4473,-261,402,1299
378,-4608,-261,465,1304
379,-4608,-207,411,1304
380,-4629,-207,411,1306
381,-4629,-249,438,1304
382,-4539,-282,438,1305
383,-4590,-282,471,1309
384,-4590,-297,330,1311
385,-4608,-297,330,1311
386,-4608,-318,378,1314
387,-4572,-336,378,1311
388,-4551,-336,342,1307
389,-4551,-300,231,1303
390,-4494,-363,231,1303
391,-4494,-363,234,1299
392,-4455,-360,234,1303
393,-4437,-360,174,1305
394,-4437,-2457,4878,1307
395,-3201,321,4878,1307
396,-3201,321,-810,1304
397,-1989,-294,-810,1302
398,-2994,-294,411,1303
399,-2994,-237,300,1304
400,-3681,-327,300,1308
401,-3681,-327,282,1301
402,-3933,-438,282,1311
403,-3972,-438,258,1311
404,-3972,-447,252,1310
405,-3996,-315,252,1305
406,-3996,-315,192,1306
407,-4212,-132,192,1295
408,-4422,-132,147,1304
409,-4422,-54,123,1308
410,-4095,156,123,1307
411,-4095,156,18,1313
412,-4389,195,18,1311
413,-4584,195,-75,1293
414,-4584,402,-48,1311
415,-4605,525,-48,1310
416,-4605,525,-51,1295
417,-4551,549,-51,1306
418,-4476,549,-66,1306
419,-4476,648,-57,1314
420,-4401,480,-57,1318
421,-4401,480,39,1308
422,-4548,477,39,1265
423,-4458,477,60,1301
424,-4458,453,147,1297
425,-4269,330,147,1304
426,-4269,330,123,1315
427,-4380,306,123,1307
428,-4323,306,138,1315
429,-4323,231,108,1301
430,-4347,87,108,1302
431,-4347,87,159,1289
432,-4419,27,159,1301
433,-4419,27,150,1308
434,-4419,-30,189,1300
435,-4458,-114,189,1289
436,-4458,-114,132,1301
437,-4509,-171,132,1293
438,-4500,-171,171,1282
439,-4500,-222,180,1276
440,-4539,-255,180,1233
441,-4539,-255,162,1269
442,-4596,-252,162,1292
443,-4632,-252,138,1271
444,-4632,-273,129,1268
445,-4650,-246,129,1250
446,-4650,-246,150,1262
447,-4608,-249,150,1238
448,-4608,-249,147,1231
449,-4608,-222,216,1243
450,-4551,-222,216,1201
451,-4551,-186,156,1233
452,-4452,-195,156,1245
453,-4452,-195,183,1196
454,-4407,-297,183,1186
455,-4443,-297,189,1177
456,-4443,-189,189,1202
457,-4293,-189,312,1166
458,-4293,-162,201,1085
459,-4266,-162,201,1148
460,-4266,-141,222,1138
461,-4194,-132,222,1095
462,-4158,-132,216,1084
463,-4158,-132,183,1120
464,-4098,-132,183,1191
465,-4098,-114,132,1226
466,-4110,-87,132,1237
467,-4179,-87,171,1233
468,-4179,-90,63,1199
469,-4302,-90,63,1167
470,-4302,-177,78,1132
471,-4398,-126,78,1203
472,-4452,-126,42,1198
473,-4452,-132,-15,1188
474,-4566,-132,-15,1184
475,-4566,-84,-24,1182
476,-4575,-120,-24,1172
477,-4560,-120,60,1167
478,-4560,-66,-33,1162
479,-4611,-66,-33,1154
480,-4611,-63,-18,1089
481,-4593,-24,-18,1112
482,-4566,-24,51,1140
483,-4566,-78,87,1095
484,-4566,-78,87,1115
485,-4566,-30,156,1104
486,-4548,-33,156,1078
487,-4521,-33,240,1141
488,-4521,-72,276,1160
489,-4512,-72,276,1187
490,-4512,-9,336,1118
491,-4458,15,336,1157
492,-4404,15,345,1171
493,-4404,66,354,1111
494,-4419,66,354,1104
495,-4419,114,300,1121
496,-4419,144,300,1144
497,-4398,144,354,1098
498,-4398,153,261,1110
499,-4398,153,261,1161
500,-4398,162,201,1147
501,-4395,165,201,1141
502,-4347,165,198,1133
503,-4347,150,99,1050
504,-4308,150,99,1061
505,-4308,144,18,1081
506,-4272,66,18,1088
507,-4248,66,-21,1090
508,-4248,15,-117,1039
509,-4152,15,-117,1026
510,-4152,-24,-33,1020
511,-4104,-105,-33,1063
512,-4080,-105,-9,1097
513,-4080,-99,30,1073
514,-4140,-99,30,994
515,-4140,-141,72,965
516,-4173,-132,72,978
517,-4251,-132,171,516
518,-4251,-132,189,541
519,-4308,-132,189,889
520,-4308,-147,243,974
521,-4371,-141,243,1039
522,-4407,-141,291,1046
523,-4407,-120,330,1092
524,-4389,-120,330,1130
525,-4389,-90,276,1117
526,-4458,-36,276,1083
527,-4500,-36,252,1043
528,-4500,-15,270,1019
529,-4590,-15,270,846
530,-4590,27,279,518
531,-4608,33,279,223
532,-4680,33,150,71
533,-4680,27,132,28
534,-4674,27,132,16
535,-4674,-18,78,10
536,-4671,-54,78,10
537,-4671,-54,78,36
538,-4671,-126,18,233
539,-4674,-126,18,581
540,-4674,-156,102,815
541,-4638,-228,102,988
542,-4593,-228,96,855
543,-4593,-255,174,943
544,-4518,-255,174,996
545,-4518,-270,123,992
546,-4455,-255,123,948
547,-4359,-255,174,970
548,-4359,-288,147,1026
549,-4284,-273,147,1032
550,-4284,-273,180,1027
551,-4233,-207,180,1065
552,-4200,-207,180,1096
553,-4200,-210,171,1037
554,-4209,-147,171,939
555,-4209,-147,192,991
556,-4251,-117,192,1009
557,-4263,-117,141,968
558,-4263,-96,165,1034
559,-4272,-96,165,1081
560,-4272,-96,96,1094
561,-4266,-66,96,1102
562,-4311,-66,174,1101
563,-4311,-36,165,1079
564,-4332,-36,165,1076
565,-4332,-27,45,1130
566,-4380,-78,45,1108
567,-4389,-78,129,1098
568,-4389,-27,69,1128
569,-4428,-27,69,1083
570,-4428,-54,3,1097
571,-4467,-63,3,938
572,-4482,-63,0,1054
573,-4482,-60,69,1042
574,-4473,-60,69,927
575,-4473,-36,114,1113
576,-4476,-75,114,1113
577,-4437,-75,138,1071
578,-4437,-36,141,1111
579,-4428,-36,141,1108
580,-4428,-66,234,1102
581,-4368,-45,234,1136
582,-4350,-45,303,1136
583,-4350,36,318,1054
584,-4362,36,318,1091
585,-4362,51,327,1140
586,-4371,78,327,1151
587,-4401,78,321,1152
588,-4401,96,279,1145
589,-4425,96,279,1176
590,-4425,126,300,1212
591,-4491,129,300,1220
592,-4455,129,234,1219
593,-4455,126,165,1184
594,-4419,126,165,1137
595,-4419,84,123,1157
596,-4446,84,123,1189
597,-4410,84,99,1175
598,-4410,24,114,1124
599,-4362,24,114,1147
600,-4362,-21,27,1110
601,-4338,-57,27,1097
602,-4296,-57,42,1147
603,-4296,-108,30,1156
604,-4284,-108,30,1131
605,-4284,-210,9,1127
606,-4263,-297,9,1097
607,-4245,-297,78,1133
608,-4245,-285,30,1161
609,-4305,-285,30,1121
610,-4305,-300,21,1128
611,-4314,-303,21,1164
612,-4338,-303,9,1155
613,-4338,-264,81,1099
614,-4401,-264,81,1095
615,-4401,-258,30,1132
616,-4461,-222,30,1163
617,-4503,-222,63,1179
618,-4503,-171,102,1202
619,-4533,-171,102,1216
620,-4533,-75,123,1203
621,-4581,-63,123,1228
622,-4611,-63,174,1223
623,-4611,-66,201,1203
624,-4626,-66,201,1124
625,-4626,12,267,1079
626,-4614,33,267,1143
627,-4605,33,372,1199
628,-4605,18,423,1250
629,-4587,6,423,1244
630,-4587,6,456,1219
631,-4530,39,456,1205
632,-4485,39,543,1233
633,-4485,-24,549,1244
634,-4368,-39,549,1270
635,-4368,-39,516,1272
636,-4314,-87,516,1274
637,-4254,-87,372,1250
638,-4254,-120,300,1239
639,-4215,-171,300,1245
640,-4215,-171,300,1241
641,-4182,-186,300,1201
642,-4281,-186,216,1229
643,-4281,-222,156,1117
644,-4239,-252,156,1192
645,-4239,-252,96,1240
646,-4350,-258,96,1234
647,-4359,-258,69,1247
648,-4359,-264,60,1238
649,-4425,-249,60,1234
650,-4425,-249,-9,1248
651,-4452,-273,-9,1258
652,-4443,-273,-93,1230
653,-4443,-210,-69,1223
654,-4512,-186,-69,1261
655,-4512,-186,-69,1271
656,-4521,-189,-69,1281
657,-4527,-189,-150,1264
658,-4527,-129,-162,1249
659,-4494,-99,-162,1274
660,-4494,-99,-66,1277
661,-4452,-39,-66,1261
662,-4425,-39,-99,1276
663,-4425,-9,-30,1293
664,-4362,-9,-30,1268
665,-4362,39,18,1281
666,-4347,105,18,1266
667,-4293,105,129,1288
668,-4293,141,216,1280
669,-4239,141,216,1277
670,-4239,195,180,1297
671,-4197,174,180,1285
672,-4137,174,363,1277
673,-4137,159,408,1275
674,-4143,159,408,1279
675,-4143,129,429,1284
676,-4077,78,429,1295
677,-4167,78,363,1297
678,-4167,39,468,1300
679,-4200,39,468,1303
680,-4200,27,450,1301
681,-4266,21,450,1252
682,-4362,21,387,1268
683,-4362,12,378,1254
684,-4422,12,378,1240
685,-4422,12,234,1207
686,-4482,-12,234,1233
687,-4557,-12,222,1249
688,-4557,21,138,1150
689,-4593,21,138,1200
690,-4593,42,78,1157
691,-4632,114,78,1142
692,-4668,114,21,1195
693,-4668,111,-12,1249
694,-4674,111,-12,1224
695,-4674,162,-33,1234
696,-4626,144,-33,1244
697,-4566,144,-99,1223
698,-4566,60,12,1228
699,-4554,60,12,1258
700,-4554,-75,-51,1284
701,-4548,-87,-51,1290
702,-4509,-87,3,1287
703,-4509,-165,90,1282
704,-4407,-165,90,1279
705,-4407,-216,30,1262
706,-4434,-240,30,1246
707,-4362,-240,129,1248
708,-4362,-279,171,1261
709,-4347,-279,171,1273
710,-4347,-342,276,1277
711,-4338,-342,276,1274
712,-4332,-342,207,1269
713,-4332,-348,342,1262
714,-4407,-348,342,1259
715,-4407,-315,354,1263
716,-4398,-318,354,1264
717,-4416,-318,318,1264
718,-4416,-279,270,1249
719,-4452,-186,270,1243
720,-4452,-186,270,1252
721,-4503,-186,270,1260
722,-4536,-186,240,1273
723,-4536,-243,294,1289
724,-4587,-180,294,1274
725,-4587,-180,198,1274
726,-4569,-300,198,1251
727,-4569,-300,138,1235
728,-4569,-147,114,1256
729,-4452,-174,114,1286
730,-4452,-174,138,1290
731,-4422,-225,138,1287
732,-4395,-225,123,1285
733,-4395,-252,102,1276
734,-4362,-291,102,1273
735,-4362,-291,96,1271
736,-4257,-162,96,1285
737,-4308,-162,87,1297
738,-4308,-75,123,1298
739,-4251,48,123,1293
740,-4251,48,12,1294
741,-4218,102,12,1281
742,-4182,102,138,1256
743,-4182,75,48,1245
744,-3999,219,48,1255
745,-3999,219,183,1271
746,-4140,246,183,1251
747,-4137,246,159,1223
748,-4137,282,90,1237
749,-4149,258,90,1264
750,-4149,258,192,1283
751,-4113,165,192,1295
752,-4218,165,189,1295
753,-4218,159,156,1281
754,-4215,132,156,1278
755,-4215,132,165,1281
756,-4230,51,165,1289
757,-4263,51,159,1288
758,-4263,39,3,1292
759,-4296,-114,3,1284
760,-4296,-114,81,1280
761,-4365,210,81,1286
762,-4242,210,-81,1294
763,-4242,-198,105,1288
764,-4455,-198,105,1261
765,-4455,-150,51,1277
766,-4536,-111,51,1282
767,-4521,-111,27,1271
768,-4521,-159,3,1270
769,-4614,-159,3,1248
770,-4614,-63,-9,1258
771,-4665,-66,-9,1276
772,-4686,-66,87,1278
773,-4686,-21,105,1230
774,-4665,15,105,1204
775,-4665,15,60,1213
776,-4707,69,60,1241
777,-4713,69,156,1259
778,-4713,111,183,1269
779,-4725,132,183,1280
780,-4725,132,165,1296
781,-4710,138,165,1306
782,-4656,138,216,1304
783,-4656,33,243,1299
784,-4647,51,243,1294
785,-4647,51,288,1293
786,-4569,-9,288,1290
787,-4569,-9,318,1280
788,-4569,-60,342,1289
789,-4557,-105,342,1294
790,-4557,-105,243,1295
791,-4494,-132,243,1288
792,-4479,-132,327,1271
793,-4479,-162,318,1253
794,-4395,-213,318,1266
795,-4395,-213,318,1278
796,-4341,-252,318,1277
797,-4293,-252,327,1271
798,-4293,-327,234,1272
799,-4287,-342,234,1262
800,-4287,-342,294,1263
801,-4329,-324,294,1251
802,-4236,-324,201,1278
803,-4236,-444,240,1275
804,-4209,-390,240,1281
805,-4209,-390,270,1283
806,-4110,-885,270,1287
807,-5376,-885,636,1292
808,-5376,-7089,3303,1284
809,-6372,309,3303,1267
810,-6372,309,249,1268
811,-5004,-189,249,1265
812,-4395,-189,27,1287
813,-4395,-609,309,1281
814,-3798,-402,309,1268
815,-3798,-402,516,1262
816,-4053,-63,516,1203
817,-4110,-63,285,1279
818,-4110,-111,282,1265
819,-3951,-81,282,1282
820,-3951,-81,330,1293
821,-3969,108,330,1287
822,-4149,108,321,1277
823,-4149,258,261,1283
824,-4404,315,261,1285
825,-4404,315,228,1260
826,-4365,309,228,1267
827,-4362,309,123,1239
828,-4362,357,36,1031
829,-4380,297,36,1217
830,-4380,297,-24,1262
831,-4539,276,-24,1250
832,-4614,276,-90,1242
833,-4614,243,-243,1246
834,-4662,240,-243,1234
835,-4662,240,-306,1223
836,-4737,225,-306,1228
837,-4746,225,-321,1224
838,-4746,177,-342,1220
839,-4785,300,-342,1198
840,-4785,300,-357,1201
841,-4704,642,-357,1184
842,-4722,642,-351,1233
843,-4722,288,-264,1117
844,-4602,264,-264,1206
845,-4602,264,-183,1198
846,-4593,261,-183,536
847,-4266,261,-306,1106
848,-4266,102,-39,1166
849,-4338,24,-39,1189
850,-4338,24,-39,1179
851,-4122,24,-39,1145
852,-4380,24,9,1178
853,-4380,153,78,1203
854,-4284,330,78,1204
855,-4284,330,192,1234
856,-4401,39,192,1159
857,-4323,39,12,344
858,-4323,141,201,1072
859,-4404,123,201,1200
860,-4404,123,309,1190
861,-4419,255,309,1206
862,-4398,255,189,1100
863,-4398,132,27,1214
864,-4464,411,27,1206
865,-4464,411,81,1201
866,-4398,81,81,1210
867,-4362,81,159,1164
868,-4362,-72,120,1152
869,-4359,-153,120,1226
870,-4359,-153,111,1231
871,-4314,-264,111,1208
872,-4302,-264,120,1193
873,-4302,-327,114,1166
874,-4311,-408,114,1201
875,-4311,-408,132,1181
876,-4314,-498,132,1231
877,-4311,-498,138,1190
878,-4311,-525,189,1230
879,-4308,-531,189,1212
880,-4308,-531,231,1149
881,-4368,-531,231,1163
882,-4434,-531,294,1163
883,-4434,-441,300,1187
884,-4497,-405,300,1165
885,-4497,-405,321,1169
886,-4512,-336,321,1233
887,-4548,-336,201,1240
888,-4548,-177,165,1217
889,-4515,-156,165,1224
890,-4515,-156,171,1205
891,-4575,-90,171,1239
892,-4587,-90,210,1249
893,-4587,3,108,1194
894,-4578,57,108,1210
895,-4578,57,123,1248
896,-4593,168,123,1235
897,-4554,168,54,1259
898,-4554,171,-39,1285
899,-4566,231,-39,1283
900,-4566,231,18,1281
901,-4551,216,18,1272
902,-4359,216,-21,1287
903,-4359,243,12,1281
904,-4353,201,12,1286
905,-4353,201,-51,1285
906,-4458,162,-51,1276
907,-4350,162,-42,1259
908,-4350,186,12,1283
909,-4257,114,12,1282
910,-4257,114,69,1283
911,-4212,54,69,1267
912,-4158,54,78,1265
913,-4158,21,45,1233
914,-4044,21,45,1209
915,-4044,21,168,1174
916,-4005,-45,168,1212
917,-3963,-45,231,1240
918,-3963,-111,225,1271
919,-3978,-114,225,1281
920,-3978,-114,276,1282
921,-3906,-180,276,1286
922,-3987,-180,372,1243
923,-3987,-96,354,1219
924,-4179,-123,354,1253
925,-4179,-123,312,1256
926,-4269,-72,312,1266
927,-4377,-72,309,1265
928,-4377,-84,291,1276
929,-4467,-72,291,1268
930,-4467,-72,282,1277
931,-4518,-45,282,1273
932,-4596,-45,231,1284
933,-4596,-15,243,1292
934,-4647,-42,243,1256
935,-4647,-42,222,1232
936,-4680,-60,222,1279
937,-4746,-60,198,1279
938,-4746,-42,171,1261
939,-4737,-36,171,1290
940,-4737,-36,96,1291
941,-4725,6,96,1300
942,-4743,6,78,1293
943,-4743,9,45,1289
944,-4743,0,45,1298
945,-4743,0,0,1285
946,-4794,-57,0,1288
947,-4707,-57,9,1304
948,-4707,-15,-51,1298
949,-4662,-129,-51,1294
950,-4662,-129,-48,1260
951,-4674,-147,-48,1245
952,-4617,-147,-69,1283
953,-4617,-153,-9,1285
954,-4530,-216,-9,1280
955,-4530,-216,45,1282
956,-4437,-222,45,1264
957,-4344,-222,150,1296
958,-4344,-273,150,1290
959,-4248,-273,123,1295
960,-4248,-255,150,1286
961,-4098,-255,150,1257
962,-4098,-246,252,1296
963,-3996,-306,252,1297
964,-3996,-306,411,1245
965,-4608,-2568,411,1290
966,-4389,-2568,2385,1294
967,-4389,99,210,1144
968,-3705,99,210,1246
969,-3705,-213,252,1286
970,-3783,-171,252,1271
971,-3921,-171,282,1268
972,-3921,-264,381,1265
973,-3933,-264,381,1267
974,-3933,-147,438,1275
975,-4182,-102,438,1260
976,-4188,-102,429,1258
977,-4188,-66,378,1264
978,-4326,-66,378,1269
979,-4326,-30,285,1264
980,-4404,48,285,1264
981,-4455,48,183,1275
982,-4455,93,189,1286
983,-4473,93,189,1296
984,-4473,126,108,1296
985,-4515,141,108,1293
986,-4560,141,108,1282
987,-4560,189,-39,1286
988,-4623,189,-39,1287
989,-4623,210,-99,1285
990,-4650,171,-99,1268
991,-4632,171,-144,1269
992,-4632,192,-153,1278
993,-4650,192,-153,1276
994,-4650,144,-204,1271
995,-4650,156,-204,1243
996,-4641,156,-231,1250
997,-4641,153,-273,1255
998,-4632,153,-273,1255
999,-4632,147,-210,1220
1000,-4602,72,-210,1222
1001,-4551,72,-141,1224
1002,-4551,30,-102,1159
1003,-4464,30,-102,1212
1004,-4464,12,0,1186
1005,-4398,-45,0,1152
1006,-4323,-45,63,1209
1007,-4323,-39,141,1212
1008,-4281,-39,141,1229
1009,-4281,-96,276,1080
1010,-4179,-147,276,1203
